snapshot,CCGT,OCGT,Offshore wind,Onshore wind,Solar,battery storage,pumped hydro
2015-01-02 14:00:00,0.0,0.0,57559.403236228165,103187.27247101458,15917.39874362353,0.0,0.0
2015-01-02 15:00:00,0.0,0.0,117707.63461435196,72393.38058924448,0.0,0.0,-7000.0
2015-01-02 16:00:00,0.0,0.0,118051.16009736506,71989.99581735514,0.0,0.0,0.0
2015-01-02 17:00:00,0.0,0.0,118105.20424627607,73538.5269595891,0.0,0.0,0.0
2015-01-02 18:00:00,0.0,0.0,118451.33433305555,78107.77593055624,0.0,0.0,-6602.210205178393
2015-01-02 19:00:00,0.0,0.0,118014.16121340281,66210.15811161468,0.0,0.0,0.0
2015-01-02 20:00:00,0.0,0.0,117789.18999127237,64308.16502349372,0.0,0.0,0.0
2015-01-02 21:00:00,0.0,0.0,116248.20433687746,64732.97717049953,0.0,0.0,0.0
2015-01-02 22:00:00,0.0,0.0,115301.37571180178,63494.487772393855,0.0,0.0,-1604.1606320487247
2015-01-02 23:00:00,0.0,0.0,115660.72987853238,88288.90766673982,0.0,0.0,-29813.992604121147
2015-01-03 00:00:00,0.0,0.0,115826.59518754987,58697.880220323226,0.0,0.0,-2344.482363685387
2015-01-03 01:00:00,0.0,0.0,115973.13818576315,84858.56109797626,0.0,-29040.97249395166,-2355.1689728624115
2015-01-03 02:00:00,0.0,0.0,112885.17833309226,60225.053704035265,0.0,0.0,-2411.024230345447
2015-01-03 03:00:00,0.0,0.0,114448.19200595887,61179.146023465226,0.0,0.0,-2832.306303884735
2015-01-03 04:00:00,0.0,0.0,115330.55120122094,61907.89117223534,0.0,0.0,-2222.0521565145286
